,J,dJ,stepsize
0,2471.5583641224907,-0.49418153859579755,1.0
1,2471.0645505326256,-0.49344564113153006,0.5
2,2471.0645505326256,-0.49344564113153006,0.5
3,2471.0645505326256,-0.49344564113153006,0.5
4,2471.0645505326256,-0.49344564113153006,0.5
5,2471.0645505326256,-0.49344564113153006,0.5
6,2471.0645505326256,-0.49344564113153006,0.5
7,2471.0645505326256,-0.49344564113153006,0.5
8,2471.0645505326256,-0.49344564113153006,0.5
9,2471.0645505326256,-0.49344564113153006,0.5
10,2471.0645505326256,-0.49344564113153006,0.5
11,2471.0645505326256,-0.49344564113153006,0.5
12,2471.0645505326256,-0.49344564113153006,0.5
13,2471.0645505326256,-0.49344564113153006,0.5
14,2471.0645505326256,-0.49344564113153006,0.5
15,2471.0645505326256,-0.49344564113153006,0.5
16,2471.0645505326256,-0.49344564113153006,0.5
17,2471.0645505326256,-0.49344564113153006,0.5
18,2471.0645505326256,-0.49344564113153006,0.5
19,2471.0645505326256,-0.49344564113153006,0.5
20,2471.0645505326256,-0.49344564113153006,0.5
21,2471.0645505326256,-0.49344564113153006,0.5
22,2471.0645505326256,-0.49344564113153006,0.5
23,2471.0645505326256,-0.49344564113153006,0.5
24,2471.0645505326256,-0.49344564113153006,0.5
25,2471.0645505326256,-0.49344564113153006,0.5
26,2471.0645505326256,-0.49344564113153006,0.5
27,2471.0645505326256,-0.49344564113153006,0.5
28,2471.0645505326256,-0.49344564113153006,0.5
29,2471.0645505326256,-0.49344564113153006,0.5
30,2471.0645505326256,-0.49344564113153006,0.5
31,2471.0645505326256,-0.49344564113153006,0.5
32,2471.0645505326256,-0.49344564113153006,0.5
33,2471.0645505326256,-0.49344564113153006,0.5
34,2471.0645505326256,-0.49344564113153006,0.5
35,2471.0645505326256,-0.49344564113153006,0.5
36,2471.0645505326256,-0.49344564113153006,0.5
37,2471.0645505326256,-0.49344564113153006,0.5
38,2471.0645505326256,-0.49344564113153006,0.5
39,2471.0645505326256,-0.49344564113153006,0.5
